"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","296-96","ES-CHC077","Eli4","Eli5","Eli6","F3201","JUNP353","R26"
"queG","","Epoxyqueuosine reductase","8","8","1","1","4003","","","","935","935","935","NLLKMJFC_03126","HDAOFKCF_03178","HMFJPACF_03279","EPEFIPDD_03224","MPDNCGJB_03225","PEKAAFEB_02899","IEBEDNFC_03277","OGHJCHFL_03629"
"lptB","","Lipopolysaccharide export system ATP-binding protein LptB","8","8","1","1","6304","","","","728","728","728","NLLKMJFC_01119","HDAOFKCF_01121","HMFJPACF_01165","EPEFIPDD_01182","MPDNCGJB_01186","PEKAAFEB_00831","IEBEDNFC_01056","OGHJCHFL_01580"
"group_5099","","hypothetical protein","8","8","1","1","5057","","","","350","350","350","NLLKMJFC_00047","HDAOFKCF_00048","HMFJPACF_00046","EPEFIPDD_00047","MPDNCGJB_00048","PEKAAFEB_03608","IEBEDNFC_00042","OGHJCHFL_00502"
"rplR","","Large ribosomal subunit protein uL18","8","8","1","1","6002","","","","356","356","356","NLLKMJFC_01507","HDAOFKCF_01509","HMFJPACF_01609","EPEFIPDD_01552","MPDNCGJB_01555","PEKAAFEB_01202","IEBEDNFC_01493","OGHJCHFL_01957"
"group_5101","","hypothetical protein","8","8","1","1","611","","","","149","149","149","NLLKMJFC_00961","HDAOFKCF_00964","HMFJPACF_01002","EPEFIPDD_01019","MPDNCGJB_01023","PEKAAFEB_00670","IEBEDNFC_00883","OGHJCHFL_01422"
"group_5102","","hypothetical protein","8","8","1","1","2360","","","","134","134","134","NLLKMJFC_02109","HDAOFKCF_02111","HMFJPACF_02234","EPEFIPDD_02180","MPDNCGJB_02182","PEKAAFEB_01776","IEBEDNFC_02130","OGHJCHFL_02546"
"nqo4","","NADH-quinone oxidoreductase subunit 4","8","8","1","1","1702","","","","1223","1223","1223","NLLKMJFC_02601","HDAOFKCF_02603","HMFJPACF_02781","EPEFIPDD_02726","MPDNCGJB_02727","PEKAAFEB_02274","IEBEDNFC_02719","OGHJCHFL_03032"
"group_5104","","hypothetical protein","8","8","1","1","5503","","","","587","587","587","NLLKMJFC_00471","HDAOFKCF_00472","HMFJPACF_00443","EPEFIPDD_00444","MPDNCGJB_00447","PEKAAFEB_00097","IEBEDNFC_00445","OGHJCHFL_00920"
"bamD","","Outer membrane protein assembly factor BamD","8","8","1","1","5773","","","","1016","1016","1016","NLLKMJFC_01788","HDAOFKCF_01790","HMFJPACF_01829","EPEFIPDD_01817","MPDNCGJB_01819","PEKAAFEB_01418","IEBEDNFC_01783","OGHJCHFL_02183"
"folE","","GTP cyclohydrolase 1","8","8","1","1","2177","","","","665","665","665","NLLKMJFC_02260","HDAOFKCF_02262","HMFJPACF_02389","EPEFIPDD_02336","MPDNCGJB_02337","PEKAAFEB_01928","IEBEDNFC_02330","OGHJCHFL_02697"
"guaB_2","","Inosine-5'-monophosphate dehydrogenase","8","8","1","1","2290","","","","1460","1460","1460","NLLKMJFC_02175","HDAOFKCF_02177","HMFJPACF_02303","EPEFIPDD_02249","MPDNCGJB_02251","PEKAAFEB_01843","IEBEDNFC_02198","OGHJCHFL_02613"
"group_5108","","hypothetical protein","8","8","1","1","2783","","","","368","368","368","NLLKMJFC_00761","HDAOFKCF_00762","HMFJPACF_00648","EPEFIPDD_00649","MPDNCGJB_00652","PEKAAFEB_00295","IEBEDNFC_00644","OGHJCHFL_01201"
"group_5109","","hypothetical protein","8","8","1","1","6091","","","","548","548","548","NLLKMJFC_01414","HDAOFKCF_01416","HMFJPACF_01515","EPEFIPDD_01458","MPDNCGJB_01461","PEKAAFEB_01108","IEBEDNFC_01399","OGHJCHFL_01859"
"atpC","","ATP synthase epsilon chain","8","8","1","1","5463","","","","284","284","284","NLLKMJFC_00430","HDAOFKCF_00431","HMFJPACF_00403","EPEFIPDD_00404","MPDNCGJB_00407","PEKAAFEB_00056","IEBEDNFC_00405","OGHJCHFL_00879"
"nifU","","Nitrogen fixation protein NifU","8","8","1","1","1791","","","","245","245","245","NLLKMJFC_02556","HDAOFKCF_02558","HMFJPACF_02696","EPEFIPDD_02641","MPDNCGJB_02642","PEKAAFEB_02229","IEBEDNFC_02675","OGHJCHFL_02987"
"norR","","Anaerobic nitric oxide reductase transcription regulator NorR","8","8","1","1","5761","","","","1325","1325","1325","NLLKMJFC_01800","HDAOFKCF_01802","HMFJPACF_01841","EPEFIPDD_01830","MPDNCGJB_01832","PEKAAFEB_01430","IEBEDNFC_01795","OGHJCHFL_02195"
"zraR_1","","Transcriptional regulatory protein ZraR","8","8","1","1","5279","","","","1184","1184","1184","NLLKMJFC_00255","HDAOFKCF_00256","HMFJPACF_00242","EPEFIPDD_00243","MPDNCGJB_00245","PEKAAFEB_03811","IEBEDNFC_00240","OGHJCHFL_00707"
"ppa","","Inorganic pyrophosphatase","8","8","1","1","3322","","","","611","611","611","NLLKMJFC_03696","HDAOFKCF_03752","HMFJPACF_03749","EPEFIPDD_03725","MPDNCGJB_03726","PEKAAFEB_03379","IEBEDNFC_03839","OGHJCHFL_00265"
"hup","","DNA-binding protein HU","8","8","1","1","4020","","","","296","296","296","NLLKMJFC_03111","HDAOFKCF_03163","HMFJPACF_03264","EPEFIPDD_03209","MPDNCGJB_03210","PEKAAFEB_02884","IEBEDNFC_03262","OGHJCHFL_03614"
"group_5116","","hypothetical protein","8","8","1","1","3997","","","","872","872","872","NLLKMJFC_03132","HDAOFKCF_03184","HMFJPACF_03285","EPEFIPDD_03230","MPDNCGJB_03231","PEKAAFEB_02905","IEBEDNFC_03283","OGHJCHFL_03635"
"group_5117","","hypothetical protein","8","8","1","1","1814","","","","326","326","326","NLLKMJFC_02532","HDAOFKCF_02534","HMFJPACF_02671","EPEFIPDD_02617","MPDNCGJB_02618","PEKAAFEB_02205","IEBEDNFC_02651","OGHJCHFL_02963"
"yknY","","putative ABC transporter ATP-binding protein YknY","8","8","1","1","989","","","","734","734","734","NLLKMJFC_00855","HDAOFKCF_00857","HMFJPACF_00848","EPEFIPDD_00850","MPDNCGJB_00854","PEKAAFEB_00451","IEBEDNFC_00773","OGHJCHFL_01324"
"rpsA","","Small ribosomal subunit protein bS1","8","8","1","1","5399","","","","1784","1784","1784","NLLKMJFC_00370","HDAOFKCF_00371","HMFJPACF_00348","EPEFIPDD_00348","MPDNCGJB_00350","PEKAAFEB_03918","IEBEDNFC_00346","OGHJCHFL_00819"
"group_512","","hypothetical protein","8","8","1","1","5369","","","","509","527","518","NLLKMJFC_00341","HDAOFKCF_00342","HMFJPACF_00320","EPEFIPDD_00320","MPDNCGJB_00322","PEKAAFEB_03890","IEBEDNFC_00321","OGHJCHFL_00792"
"group_5120","","hypothetical protein","8","8","1","1","2631","","","","647","647","647","NLLKMJFC_01888","HDAOFKCF_01890","HMFJPACF_01992","EPEFIPDD_01937","MPDNCGJB_01939","PEKAAFEB_01519","IEBEDNFC_01886","OGHJCHFL_02292"
"group_5121","","hypothetical protein","8","8","1","1","3843","","","","470","470","470","NLLKMJFC_03266","HDAOFKCF_03318","HMFJPACF_03428","EPEFIPDD_03370","MPDNCGJB_03372","PEKAAFEB_03044","IEBEDNFC_03422","OGHJCHFL_03772"
"apaG","","Protein ApaG","8","8","1","1","3265","","","","386","386","386","NLLKMJFC_03644","HDAOFKCF_03700","HMFJPACF_03696","EPEFIPDD_03672","MPDNCGJB_03673","PEKAAFEB_03327","IEBEDNFC_03785","OGHJCHFL_00215"
"group_5123","","hypothetical protein","8","8","1","1","5468","","","","1007","1007","1007","NLLKMJFC_00435","HDAOFKCF_00436","HMFJPACF_00408","EPEFIPDD_00409","MPDNCGJB_00412","PEKAAFEB_00061","IEBEDNFC_00410","OGHJCHFL_00885"
"nadK_1","","NAD kinase","8","8","1","1","5731","","","","860","860","860","NLLKMJFC_01828","HDAOFKCF_01830","HMFJPACF_01869","EPEFIPDD_01858","MPDNCGJB_01860","PEKAAFEB_01458","IEBEDNFC_01824","OGHJCHFL_02223"
"rplB","","Large ribosomal subunit protein uL2","8","8","1","1","5989","","","","821","821","821","NLLKMJFC_01520","HDAOFKCF_01522","HMFJPACF_01622","EPEFIPDD_01565","MPDNCGJB_01568","PEKAAFEB_01215","IEBEDNFC_01506","OGHJCHFL_01970"
"group_5126","","hypothetical protein","8","8","1","1","2288","","","","1046","1046","1046","NLLKMJFC_02177","HDAOFKCF_02179","HMFJPACF_02305","EPEFIPDD_02251","MPDNCGJB_02253","PEKAAFEB_01845","IEBEDNFC_02248","OGHJCHFL_02615"
"group_5127","","Ferredoxin--NADP reductase","8","8","1","1","4592","","","","1052","1052","1052","NLLKMJFC_02855","HDAOFKCF_02857","HMFJPACF_03046","EPEFIPDD_02992","MPDNCGJB_02993","PEKAAFEB_02656","IEBEDNFC_03047","OGHJCHFL_03286"
"cndB2","","Chloroacetanilide N-alkylformylase 2, ferredoxin component","8","8","1","1","4596","","","","332","332","332","NLLKMJFC_02859","HDAOFKCF_02861","HMFJPACF_03049","EPEFIPDD_02995","MPDNCGJB_02996","PEKAAFEB_02659","IEBEDNFC_03051","OGHJCHFL_03290"
"rpmB","","Large ribosomal subunit protein bL28","8","8","1","1","2102","","","","236","236","236","NLLKMJFC_02327","HDAOFKCF_02329","HMFJPACF_02462","EPEFIPDD_02408","MPDNCGJB_02410","PEKAAFEB_02004","IEBEDNFC_02402","OGHJCHFL_02767"
"group_513","","hypothetical protein","8","8","1","1","5370","","","","479","479","479","NLLKMJFC_00342","HDAOFKCF_00343","HMFJPACF_00321","EPEFIPDD_00321","MPDNCGJB_00323","PEKAAFEB_03891","IEBEDNFC_00322","OGHJCHFL_00793"
"group_5130","","hypothetical protein","8","8","1","1","5441","","","","281","281","281","NLLKMJFC_00409","HDAOFKCF_00410","HMFJPACF_00382","EPEFIPDD_00382","MPDNCGJB_00385","PEKAAFEB_00035","IEBEDNFC_00384","OGHJCHFL_00858"
"rpsF","","Small ribosomal subunit protein bS6","8","8","1","1","5302","","","","341","341","341","NLLKMJFC_00278","HDAOFKCF_00279","HMFJPACF_00265","EPEFIPDD_00266","MPDNCGJB_00268","PEKAAFEB_03834","IEBEDNFC_00263","OGHJCHFL_00731"
"engB","","putative GTP-binding protein EngB","8","8","1","1","2488","","","","617","617","617","NLLKMJFC_01995","HDAOFKCF_01997","HMFJPACF_02120","EPEFIPDD_02065","MPDNCGJB_02067","PEKAAFEB_01631","IEBEDNFC_02015","OGHJCHFL_02412"
"pheA","","Bifunctional chorismate mutase/prephenate dehydratase","8","8","1","1","4612","","","","848","848","848","NLLKMJFC_03745","HDAOFKCF_03801","HMFJPACF_03798","EPEFIPDD_03774","MPDNCGJB_03775","PEKAAFEB_03427","IEBEDNFC_03887","OGHJCHFL_00315"
"group_5134","","hypothetical protein","8","8","1","1","6482","","","","269","269","269","NLLKMJFC_01152","HDAOFKCF_01154","HMFJPACF_01200","EPEFIPDD_01218","MPDNCGJB_01222","PEKAAFEB_00872","IEBEDNFC_01089","OGHJCHFL_01611"
"rpmI","","Large ribosomal subunit protein bL35","8","8","1","1","5424","","","","197","197","197","NLLKMJFC_00393","HDAOFKCF_00394","HMFJPACF_00366","EPEFIPDD_00366","MPDNCGJB_00368","PEKAAFEB_00019","IEBEDNFC_00368","OGHJCHFL_00842"
"group_5136","","hypothetical protein","8","8","1","1","2769","","","","128","128","128","NLLKMJFC_00774","HDAOFKCF_00775","HMFJPACF_00661","EPEFIPDD_00662","MPDNCGJB_00665","PEKAAFEB_00308","IEBEDNFC_00657","OGHJCHFL_01214"
"nth_1","","Endonuclease III","8","8","1","1","5746","","","","620","620","620","NLLKMJFC_01813","HDAOFKCF_01815","HMFJPACF_01854","EPEFIPDD_01843","MPDNCGJB_01845","PEKAAFEB_01443","IEBEDNFC_01809","OGHJCHFL_02208"
"rpsM","","Small ribosomal subunit protein uS13","8","8","1","1","6008","","","","377","377","377","NLLKMJFC_01501","HDAOFKCF_01503","HMFJPACF_01603","EPEFIPDD_01546","MPDNCGJB_01549","PEKAAFEB_01196","IEBEDNFC_01487","OGHJCHFL_01951"
"group_5139","","hypothetical protein","8","8","1","1","5868","","","","422","422","422","NLLKMJFC_01694","HDAOFKCF_01696","HMFJPACF_01737","EPEFIPDD_01725","MPDNCGJB_01727","PEKAAFEB_01325","IEBEDNFC_01689","OGHJCHFL_02081"
"group_5140","","hypothetical protein","8","8","1","1","5357","","","","827","827","827","NLLKMJFC_00331","HDAOFKCF_00332","HMFJPACF_00315","EPEFIPDD_00315","MPDNCGJB_00317","PEKAAFEB_03885","IEBEDNFC_00311","OGHJCHFL_00783"
"lepA","","Elongation factor 4","8","8","1","1","2590","","","","1796","1796","1796","NLLKMJFC_01901","HDAOFKCF_01903","HMFJPACF_02024","EPEFIPDD_01969","MPDNCGJB_01971","PEKAAFEB_01537","IEBEDNFC_01919","OGHJCHFL_02317"
"farB","","Fatty acid resistance protein FarB","8","8","1","1","5772","","","","1577","1577","1577","NLLKMJFC_01789","HDAOFKCF_01791","HMFJPACF_01830","EPEFIPDD_01818","MPDNCGJB_01820","PEKAAFEB_01419","IEBEDNFC_01784","OGHJCHFL_02184"
"secY","","Protein translocase subunit SecY","8","8","1","1","6006","","","","1379","1379","1379","NLLKMJFC_01503","HDAOFKCF_01505","HMFJPACF_01605","EPEFIPDD_01548","MPDNCGJB_01551","PEKAAFEB_01198","IEBEDNFC_01489","OGHJCHFL_01953"
"proS","","Proline--tRNA ligase","8","8","1","1","2921","","","","1475","1475","1475","NLLKMJFC_00642","HDAOFKCF_00643","HMFJPACF_00529","EPEFIPDD_00530","MPDNCGJB_00533","PEKAAFEB_00182","IEBEDNFC_00526","OGHJCHFL_01086"
"natR","","Transcriptional regulatory protein NatR","8","8","1","1","4268","","","","713","713","713","NLLKMJFC_02895","HDAOFKCF_02947","HMFJPACF_03086","EPEFIPDD_03032","MPDNCGJB_03033","PEKAAFEB_02709","IEBEDNFC_03093","OGHJCHFL_03434"
"group_5146","","hypothetical protein","8","8","1","1","4181","","","","488","488","488","NLLKMJFC_02975","HDAOFKCF_03027","HMFJPACF_03173","EPEFIPDD_03119","MPDNCGJB_03120","PEKAAFEB_02794","IEBEDNFC_03172","OGHJCHFL_03519"
"group_5147","","hypothetical protein","8","8","1","1","1989","","","","578","578","578","NLLKMJFC_02414","HDAOFKCF_02416","HMFJPACF_02554","EPEFIPDD_02500","MPDNCGJB_02502","PEKAAFEB_02098","IEBEDNFC_02493","OGHJCHFL_02854"
"penA","","putative peptidoglycan D,D-transpeptidase PenA","8","8","1","1","2483","","","","1994","1994","1994","NLLKMJFC_02000","HDAOFKCF_02002","HMFJPACF_02125","EPEFIPDD_02070","MPDNCGJB_02072","PEKAAFEB_01636","IEBEDNFC_02020","OGHJCHFL_02417"
"atpF","","ATP synthase subunit b","8","8","1","1","1692","","","","494","494","494","NLLKMJFC_02611","HDAOFKCF_02613","HMFJPACF_02791","EPEFIPDD_02736","MPDNCGJB_02737","PEKAAFEB_02284","IEBEDNFC_02729","OGHJCHFL_03042"
"aroB","","3-dehydroquinate synthase","8","8","1","1","5250","","","","1043","1043","1043","NLLKMJFC_00230","HDAOFKCF_00231","HMFJPACF_00214","EPEFIPDD_00215","MPDNCGJB_00217","PEKAAFEB_03784","IEBEDNFC_00214","OGHJCHFL_00678"
"yhhW","","Quercetin 2,3-dioxygenase","8","8","1","1","3288","","","","728","728","728","NLLKMJFC_03665","HDAOFKCF_03721","HMFJPACF_03718","EPEFIPDD_03694","MPDNCGJB_03695","PEKAAFEB_03347","IEBEDNFC_03807","OGHJCHFL_00235"
"group_5152","","hypothetical protein","8","8","1","1","2386","","","","3053","3053","3053","NLLKMJFC_02084","HDAOFKCF_02086","HMFJPACF_02207","EPEFIPDD_02153","MPDNCGJB_02155","PEKAAFEB_01749","IEBEDNFC_02105","OGHJCHFL_02521"
"tadA_2","","tRNA-specific adenosine deaminase","8","8","1","1","5694","","","","431","431","431","NLLKMJFC_01860","HDAOFKCF_01862","HMFJPACF_01946","EPEFIPDD_01890","MPDNCGJB_01892","PEKAAFEB_01491","IEBEDNFC_01858","OGHJCHFL_02257"
"group_5154","","hypothetical protein","8","8","1","1","987","","","","2414","2414","2414","NLLKMJFC_00853","HDAOFKCF_00855","HMFJPACF_00846","EPEFIPDD_00848","MPDNCGJB_00852","PEKAAFEB_00449","IEBEDNFC_00771","OGHJCHFL_01322"
"group_5155","","TonB-dependent receptor P3","8","8","1","1","5334","","","","2888","2888","2888","NLLKMJFC_00312","HDAOFKCF_00313","HMFJPACF_00296","EPEFIPDD_00296","MPDNCGJB_00298","PEKAAFEB_03866","IEBEDNFC_00292","OGHJCHFL_00763"
"brxC","","Monothiol bacilliredoxin BrxC","8","8","1","1","3336","","","","371","371","371","NLLKMJFC_03711","HDAOFKCF_03767","HMFJPACF_03763","EPEFIPDD_03739","MPDNCGJB_03740","PEKAAFEB_03393","IEBEDNFC_03853","OGHJCHFL_00279"
"group_5157","","hypothetical protein","8","8","1","1","5116","","","","2369","2369","2369","NLLKMJFC_00097","HDAOFKCF_00098","HMFJPACF_00097","EPEFIPDD_00098","MPDNCGJB_00099","PEKAAFEB_03658","IEBEDNFC_00094","OGHJCHFL_00553"
"moxR1_1","","Chaperone MoxR1","8","8","1","1","526","","","","1004","1004","1004","NLLKMJFC_01035","HDAOFKCF_01038","HMFJPACF_01078","EPEFIPDD_01095","MPDNCGJB_01098","PEKAAFEB_00745","IEBEDNFC_00957","OGHJCHFL_01496"
"ppc","","Phosphoenolpyruvate carboxylase","8","8","1","1","3310","","","","2537","2537","2537","NLLKMJFC_03684","HDAOFKCF_03740","HMFJPACF_03737","EPEFIPDD_03713","MPDNCGJB_03714","PEKAAFEB_03367","IEBEDNFC_03827","OGHJCHFL_00252"
"group_516","","hypothetical protein","8","8","1","1","5397","","","","974","998","983","NLLKMJFC_00367","HDAOFKCF_00368","HMFJPACF_00346","EPEFIPDD_00346","MPDNCGJB_00348","PEKAAFEB_03916","IEBEDNFC_00344","OGHJCHFL_00817"
"group_5160","","hypothetical protein","8","8","1","1","5724","","","","1751","1751","1751","NLLKMJFC_01835","HDAOFKCF_01837","HMFJPACF_01876","EPEFIPDD_01865","MPDNCGJB_01867","PEKAAFEB_01465","IEBEDNFC_01831","OGHJCHFL_02230"
"group_5161","","hypothetical protein","8","8","1","1","5765","","","","611","611","611","NLLKMJFC_01796","HDAOFKCF_01798","HMFJPACF_01837","EPEFIPDD_01826","MPDNCGJB_01828","PEKAAFEB_01426","IEBEDNFC_01791","OGHJCHFL_02191"
"thiE_2","","Thiamine-phosphate synthase","8","8","1","1","4271","","","","638","638","638","NLLKMJFC_02892","HDAOFKCF_02944","HMFJPACF_03082","EPEFIPDD_03028","MPDNCGJB_03029","PEKAAFEB_02706","IEBEDNFC_03090","OGHJCHFL_03431"
"group_5163","","hypothetical protein","8","8","1","1","2220","","","","860","860","860","NLLKMJFC_02216","HDAOFKCF_02218","HMFJPACF_02344","EPEFIPDD_02291","MPDNCGJB_02292","PEKAAFEB_01883","IEBEDNFC_02288","OGHJCHFL_02653"
"group_5164","","hypothetical protein","8","8","1","1","5456","","","","815","815","815","NLLKMJFC_00423","HDAOFKCF_00424","HMFJPACF_00396","EPEFIPDD_00397","MPDNCGJB_00400","PEKAAFEB_00049","IEBEDNFC_00398","OGHJCHFL_00872"
"pdxA","","4-hydroxythreonine-4-phosphate dehydrogenase","8","8","1","1","2243","","","","1088","1088","1088","NLLKMJFC_02194","HDAOFKCF_02196","HMFJPACF_02321","EPEFIPDD_02267","MPDNCGJB_02269","PEKAAFEB_01860","IEBEDNFC_02265","OGHJCHFL_02631"
"group_5166","","hypothetical protein","8","8","1","1","4035","","","","1247","1247","1247","NLLKMJFC_03096","HDAOFKCF_03148","HMFJPACF_03249","EPEFIPDD_03195","MPDNCGJB_03196","PEKAAFEB_02870","IEBEDNFC_03247","OGHJCHFL_03599"
"patA","","Peptidoglycan O-acetyltransferase","8","8","1","1","5459","","","","1655","1655","1655","NLLKMJFC_00426","HDAOFKCF_00427","HMFJPACF_00399","EPEFIPDD_00400","MPDNCGJB_00403","PEKAAFEB_00052","IEBEDNFC_00401","OGHJCHFL_00875"
"group_5168","","hypothetical protein","8","8","1","1","4175","","","","782","782","782","NLLKMJFC_02981","HDAOFKCF_03033","HMFJPACF_03179","EPEFIPDD_03125","MPDNCGJB_03126","PEKAAFEB_02800","IEBEDNFC_03178","OGHJCHFL_03525"
"ppk","","Polyphosphate kinase","8","8","1","1","1788","","","","2078","2078","2078","NLLKMJFC_02559","HDAOFKCF_02561","HMFJPACF_02699","EPEFIPDD_02644","MPDNCGJB_02645","PEKAAFEB_02232","IEBEDNFC_02678","OGHJCHFL_02990"
"rlmN","","Dual-specificity RNA methyltransferase RlmN","8","8","1","1","5238","","","","1043","1043","1043","NLLKMJFC_00221","HDAOFKCF_00222","HMFJPACF_00205","EPEFIPDD_00206","MPDNCGJB_00208","PEKAAFEB_03775","IEBEDNFC_00205","OGHJCHFL_00669"
"norG","","HTH-type transcriptional regulator NorG","8","8","1","1","3677","","","","1418","1418","1418","NLLKMJFC_03314","HDAOFKCF_03368","HMFJPACF_03475","EPEFIPDD_03452","MPDNCGJB_03454","PEKAAFEB_03090","IEBEDNFC_03562","OGHJCHFL_00004"
"lemA_2","","Protein LemA","8","8","1","1","1897","","","","554","554","554","NLLKMJFC_02494","HDAOFKCF_02496","HMFJPACF_02634","EPEFIPDD_02580","MPDNCGJB_02581","PEKAAFEB_02168","IEBEDNFC_02566","OGHJCHFL_02926"
"norM","","Multidrug resistance protein NorM","8","8","1","1","5280","","","","1361","1361","1361","NLLKMJFC_00256","HDAOFKCF_00257","HMFJPACF_00243","EPEFIPDD_00244","MPDNCGJB_00246","PEKAAFEB_03812","IEBEDNFC_00241","OGHJCHFL_00708"
"trmD","","tRNA (guanine-N(1)-)-methyltransferase","8","8","1","1","1908","","","","677","677","677","NLLKMJFC_02483","HDAOFKCF_02485","HMFJPACF_02624","EPEFIPDD_02570","MPDNCGJB_02571","PEKAAFEB_02158","IEBEDNFC_02555","OGHJCHFL_02916"
"trxB_2","","Thioredoxin reductase","8","8","1","1","4453","","","","950","950","950","NLLKMJFC_02882","HDAOFKCF_02884","HMFJPACF_03073","EPEFIPDD_03019","MPDNCGJB_03020","PEKAAFEB_02681","IEBEDNFC_03074","OGHJCHFL_03312"
"dxs_1","","1-deoxy-D-xylulose-5-phosphate synthase","8","8","1","1","5230","","","","2438","2438","2438","NLLKMJFC_00214","HDAOFKCF_00215","HMFJPACF_00198","EPEFIPDD_00199","MPDNCGJB_00201","PEKAAFEB_03768","IEBEDNFC_00198","OGHJCHFL_00661"
"group_5177","","hypothetical protein","8","8","1","1","3561","","","","2258","2258","2258","NLLKMJFC_03396","HDAOFKCF_03451","HMFJPACF_03559","EPEFIPDD_03536","MPDNCGJB_03536","PEKAAFEB_03175","IEBEDNFC_03641","OGHJCHFL_00082"
"group_5178","","putative glycosyltransferase","8","8","1","1","4675","","","","926","926","926","NLLKMJFC_03792","HDAOFKCF_03848","HMFJPACF_03848","EPEFIPDD_03824","MPDNCGJB_03825","PEKAAFEB_03473","IEBEDNFC_03935","OGHJCHFL_00362"
"group_5179","emrA_3","Colistin resistance protein EmrA","8","8","1","1","5771","","","","1088","1088","1088","NLLKMJFC_01790","HDAOFKCF_01792","HMFJPACF_01831","EPEFIPDD_01819","MPDNCGJB_01821","PEKAAFEB_01420","IEBEDNFC_01785","OGHJCHFL_02185"
"group_518","","hypothetical protein","8","8","1","1","5408","","","","716","716","716","NLLKMJFC_00377","HDAOFKCF_00378","HMFJPACF_00351","EPEFIPDD_00351","MPDNCGJB_00353","PEKAAFEB_00003","IEBEDNFC_00352","OGHJCHFL_00826"
"group_5180","","hypothetical protein","8","8","1","1","5453","","","","3485","3485","3485","NLLKMJFC_00420","HDAOFKCF_00421","HMFJPACF_00393","EPEFIPDD_00394","MPDNCGJB_00397","PEKAAFEB_00046","IEBEDNFC_00395","OGHJCHFL_00869"
"fucP_3","","L-fucose-proton symporter","8","8","1","1","2356","","","","1319","1319","1319","NLLKMJFC_02113","HDAOFKCF_02115","HMFJPACF_02238","EPEFIPDD_02184","MPDNCGJB_02186","PEKAAFEB_01780","IEBEDNFC_02134","OGHJCHFL_02550"
"pyrG","","CTP synthase","8","8","1","1","1980","","","","1619","1619","1619","NLLKMJFC_02423","HDAOFKCF_02425","HMFJPACF_02562","EPEFIPDD_02508","MPDNCGJB_02510","PEKAAFEB_02106","IEBEDNFC_02501","OGHJCHFL_02863"
"srmB","","ATP-dependent RNA helicase SrmB","8","8","1","1","2092","","","","1901","1901","1901","NLLKMJFC_02337","HDAOFKCF_02339","HMFJPACF_02472","EPEFIPDD_02418","MPDNCGJB_02420","PEKAAFEB_02014","IEBEDNFC_02412","OGHJCHFL_02777"
"group_5184","","hypothetical protein","8","8","1","1","3248","","","","2237","2237","2237","NLLKMJFC_03628","HDAOFKCF_03684","HMFJPACF_03678","EPEFIPDD_03654","MPDNCGJB_03655","PEKAAFEB_03309","IEBEDNFC_03769","OGHJCHFL_00199"
"group_5185","","hypothetical protein","8","8","1","1","5819","","","","2273","2273","2273","NLLKMJFC_01744","HDAOFKCF_01746","HMFJPACF_01785","EPEFIPDD_01773","MPDNCGJB_01775","PEKAAFEB_01373","IEBEDNFC_01738","OGHJCHFL_02139"
"lon2","","Lon protease 2","8","8","1","1","5804","","","","2399","2399","2399","NLLKMJFC_01757","HDAOFKCF_01759","HMFJPACF_01798","EPEFIPDD_01786","MPDNCGJB_01788","PEKAAFEB_01386","IEBEDNFC_01751","OGHJCHFL_02152"
"group_5187","","hypothetical protein","8","8","1","1","2391","","","","1202","1202","1202","NLLKMJFC_02079","HDAOFKCF_02081","HMFJPACF_02202","EPEFIPDD_02148","MPDNCGJB_02150","PEKAAFEB_01744","IEBEDNFC_02100","OGHJCHFL_02516"
